Fecha,Cod_Maq,Chofer,Modelo,Año,Litros,Km,Pasajeros
2025-08-24,BUS008,Juan Perez,Volkswagen Crafter,2021,34.48,135,60
2025-08-24,BUS009,Ana Diaz,Volkswagen Crafter,2021,66.98,248,34
2025-08-24,BUS010,Pedro Torres,Mercedes Sprinter,2019,64.35,233,47
2025-08-25,BUS001,Pedro Torres,Renault Master,2020,61.06,235,36
2025-08-25,BUS002,Maria Soto,Mercedes Sprinter,2021,51.84,219,43
2025-08-25,BUS003,Pedro Torres,Hyundai County,2019,79.42,285,55
2025-08-25,BUS004,Maria Soto,Iveco Daily,2021,29.16,130,21
2025-08-25,BUS005,Ana Diaz,Mercedes Sprinter,2018,52.76,205,27
2025-08-25,BUS006,Juan Perez,Renault Master,2021,47.0,151,77
2025-08-25,BUS007,Luis Rojas,Mercedes Sprinter,2021,58.4,246,34
2025-08-25,BUS008,Juan Perez,Renault Master,2020,59.91,177,78
2025-08-25,BUS009,Pedro Torres,Renault Master,2021,75.65,241,48
2025-08-25,BUS010,Ana Diaz,Mercedes Sprinter,2021,57.33,223,68
2025-08-26,BUS001,Pedro Torres,Volkswagen Crafter,2019,86.65,250,33
2025-08-26,BUS002,Pedro Torres,Renault Master,2020,41.91,119,79
2025-08-26,BUS003,Luis Rojas,Renault Master,2020,45.9,198,75
2025-08-26,BUS004,Luis Rojas,Mercedes Sprinter,2019,35.71,101,59
2025-08-26,BUS005,Maria Soto,Mercedes Sprinter,2021,66.78,211,22
2025-08-26,BUS006,Luis Rojas,Iveco Daily,2018,71.49,208,21
2025-08-26,BUS007,Juan Perez,Volkswagen Crafter,2021,63.07,183,34
2025-08-26,BUS008,Juan Perez,Hyundai County,2022,37.71,148,61
2025-08-26,BUS009,Luis Rojas,Mercedes Sprinter,2021,69.63,228,54
2025-08-26,BUS010,Juan Perez,Mercedes Sprinter,2021,33.79,150,32
2025-08-27,BUS001,Pedro Torres,Hyundai County,2018,71.96,212,48
2025-08-27,BUS002,Maria Soto,Renault Master,2019,85.96,230,20
2025-08-27,BUS003,Juan Perez,Iveco Daily,2022,69.49,275,55
2025-08-27,BUS004,Juan Perez,Volkswagen Crafter,2022,67.23,241,59
2025-08-27,BUS005,Ana Diaz,Hyundai County,2019,85.85,250,26
2025-08-27,BUS006,Pedro Torres,Iveco Daily,2018,69.25,269,34
2025-08-27,BUS007,Pedro Torres,Volkswagen Crafter,2019,49.1,172,58
2025-08-27,BUS008,Pedro Torres,Mercedes Sprinter,2019,53.11,151,37
2025-08-27,BUS009,Maria Soto,Mercedes Sprinter,2022,64.25,251,42
2025-08-27,BUS010,Juan Perez,Volkswagen Crafter,2018,31.28,120,45
2025-08-28,BUS001,Juan Perez,Volkswagen Crafter,2020,45.88,171,21
2025-08-28,BUS002,Maria Soto,Hyundai County,2021,44.12,168,73
2025-08-28,BUS003,Luis Rojas,Volkswagen Crafter,2018,38.17,167,64
2025-08-28,BUS004,Maria Soto,Volkswagen Crafter,2020,57.6,246,64
2025-08-28,BUS005,Juan Perez,Iveco Daily,2018,38.81,171,20
2025-08-28,BUS006,Pedro Torres,Iveco Daily,2021,71.38,233,46
2025-08-28,BUS007,Maria Soto,Hyundai County,2022,49.74,178,53
2025-08-28,BUS008,Ana Diaz,Mercedes Sprinter,2018,67.81,220,67
2025-08-28,BUS009,Pedro Torres,Mercedes Sprinter,2022,61.81,187,23
2025-08-28,BUS010,Maria Soto,Iveco Daily,2021,108.24,271,50
2025-08-29,BUS001,Ana Diaz,Renault Master,2022,45.93,137,69
2025-08-29,BUS002,Maria Soto,Hyundai County,2018,84.76,233,71
2025-08-29,BUS003,Luis Rojas,Renault Master,2021,41.0,114,67
2025-08-29,BUS004,Juan Perez,Mercedes Sprinter,2020,70.45,283,70
2025-08-29,BUS005,Luis Rojas,Renault Master,2019,43.75,157,64
2025-08-29,BUS006,Maria Soto,Volkswagen Crafter,2020,63.8,210,50
2025-08-29,BUS007,Pedro Torres,Volkswagen Crafter,2021,80.87,293,32
2025-08-29,BUS008,Pedro Torres,Mercedes Sprinter,2019,68.74,245,30
2025-08-29,BUS009,Ana Diaz,Iveco Daily,2018,73.29,240,43
2025-08-29,BUS010,Ana Diaz,Hyundai County,2022,53.08,156,75
2025-08-30,BUS001,Juan Perez,Renault Master,2018,38.11,153,38
2025-08-30,BUS002,Luis Rojas,Iveco Daily,2021,91.13,282,63
2025-08-30,BUS003,Luis Rojas,Mercedes Sprinter,2020,42.78,137,28
2025-08-30,BUS004,Maria Soto,Hyundai County,2019,92.89,267,24
2025-08-30,BUS005,Pedro Torres,Volkswagen Crafter,2022,51.49,153,22
2025-08-30,BUS006,Juan Perez,Volkswagen Crafter,2019,30.63,137,33
2025-08-30,BUS007,Maria Soto,Renault Master,2020,53.24,172,66
2025-08-30,BUS008,Maria Soto,Volkswagen Crafter,2022,65.41,271,20
2025-08-30,BUS009,Luis Rojas,Mercedes Sprinter,2020,39.58,124,34
2025-08-30,BUS010,Juan Perez,Mercedes Sprinter,2022,57.71,230,36
2025-08-31,BUS001,Juan Perez,Renault Master,2018,76.97,282,71
2025-08-31,BUS002,Pedro Torres,Iveco Daily,2019,85.13,265,26
2025-08-31,BUS003,Pedro Torres,Renault Master,2018,56.37,202,73
2025-08-31,BUS004,Luis Rojas,Mercedes Sprinter,2021,67.63,257,33
2025-08-31,BUS005,Maria Soto,Mercedes Sprinter,2022,41.93,112,46
2025-08-31,BUS006,Luis Rojas,Iveco Daily,2018,44.88,188,67
2025-08-31,BUS007,Pedro Torres,Hyundai County,2018,41.77,111,69
2025-08-31,BUS008,Juan Perez,Hyundai County,2019,89.4,261,60
2025-08-31,BUS009,Luis Rojas,Mercedes Sprinter,2021,25.12,105,36
2025-08-31,BUS010,Luis Rojas,Mercedes Sprinter,2019,34.29,115,27
2025-09-01,BUS001,Ana Diaz,Renault Master,2022,26.8,109,29
2025-09-01,BUS002,Pedro Torres,Hyundai County,2020,77.83,255,52
2025-09-01,BUS003,Juan Perez,Iveco Daily,2018,45.87,167,61
2025-09-01,BUS004,Ana Diaz,Iveco Daily,2022,76.54,239,39
2025-09-01,BUS005,Pedro Torres,Hyundai County,2020,62.86,233,61
2025-09-01,BUS006,Luis Rojas,Volkswagen Crafter,2019,74.12,293,46
2025-09-01,BUS007,Luis Rojas,Renault Master,2019,79.92,269,43
2025-09-01,BUS008,Ana Diaz,Mercedes Sprinter,2020,62.77,244,69
2025-09-01,BUS009,Maria Soto,Volkswagen Crafter,2019,39.55,175,28
2025-09-01,BUS010,Pedro Torres,Iveco Daily,2021,106.64,288,65
2025-09-02,BUS001,Juan Perez,Hyundai County,2022,57.63,225,59
2025-09-02,BUS002,Luis Rojas,Renault Master,2020,27.02,104,73
2025-09-02,BUS003,Juan Perez,Volkswagen Crafter,2020,78.89,224,36
2025-09-02,BUS004,Maria Soto,Hyundai County,2022,54.05,190,27
2025-09-02,BUS005,Luis Rojas,Iveco Daily,2022,38.15,171,62
2025-09-02,BUS006,Luis Rojas,Volkswagen Crafter,2022,49.53,210,73
2025-09-02,BUS007,Pedro Torres,Hyundai County,2020,41.95,175,74
2025-09-02,BUS008,Maria Soto,Renault Master,2020,107.65,277,71
2025-09-02,BUS009,Juan Perez,Hyundai County,2022,27.04,108,38
2025-09-02,BUS010,Pedro Torres,Renault Master,2022,39.1,150,76
2025-09-03,BUS001,Luis Rojas,Hyundai County,2021,80.55,295,22
2025-09-03,BUS002,Luis Rojas,Hyundai County,2020,77.86,198,48
2025-09-03,BUS003,Juan Perez,Iveco Daily,2018,24.67,109,49
2025-09-03,BUS004,Juan Perez,Mercedes Sprinter,2019,68.06,193,43
2025-09-03,BUS005,Maria Soto,Hyundai County,2020,46.05,131,43
2025-09-03,BUS006,Pedro Torres,Volkswagen Crafter,2021,41.28,162,42
2025-09-03,BUS007,Maria Soto,Renault Master,2022,46.73,173,79
2025-09-03,BUS008,Luis Rojas,Iveco Daily,2021,26.03,112,57
2025-09-03,BUS009,Pedro Torres,Iveco Daily,2020,58.79,220,24
2025-09-03,BUS010,Ana Diaz,Hyundai County,2021,68.33,247,33
2025-09-04,BUS001,Luis Rojas,Mercedes Sprinter,2022,55.19,235,43
2025-09-04,BUS002,Luis Rojas,Volkswagen Crafter,2018,57.74,178,41
2025-09-04,BUS003,Juan Perez,Mercedes Sprinter,2020,73.21,261,59
2025-09-04,BUS004,Maria Soto,Mercedes Sprinter,2022,28.34,102,45
2025-09-04,BUS005,Pedro Torres,Volkswagen Crafter,2019,41.26,157,27
2025-09-04,BUS006,Maria Soto,Mercedes Sprinter,2019,65.05,212,75
2025-09-04,BUS007,Pedro Torres,Renault Master,2022,57.26,179,29
2025-09-04,BUS008,Ana Diaz,Volkswagen Crafter,2019,41.09,156,57
2025-09-04,BUS009,Pedro Torres,Hyundai County,2020,43.38,185,67
2025-09-04,BUS010,Ana Diaz,Hyundai County,2022,90.59,274,23
2025-09-05,BUS001,Juan Perez,Volkswagen Crafter,2020,36.08,103,48
2025-09-05,BUS002,Luis Rojas,Volkswagen Crafter,2020,106.3,270,40
2025-09-05,BUS003,Pedro Torres,Renault Master,2019,65.22,223,67
2025-09-05,BUS004,Ana Diaz,Iveco Daily,2020,48.77,184,45
2025-09-05,BUS005,Maria Soto,Iveco Daily,2021,65.05,219,28
2025-09-05,BUS006,Luis Rojas,Volkswagen Crafter,2019,66.43,284,67
2025-09-05,BUS007,Luis Rojas,Volkswagen Crafter,2021,71.19,275,60
2025-09-05,BUS008,Ana Diaz,Renault Master,2019,43.16,188,77
2025-09-05,BUS009,Ana Diaz,Mercedes Sprinter,2020,54.21,141,22
2025-09-05,BUS010,Pedro Torres,Iveco Daily,2019,36.81,140,59
2025-09-06,BUS001,Ana Diaz,Volkswagen Crafter,2021,54.12,185,64
2025-09-06,BUS002,Ana Diaz,Mercedes Sprinter,2021,78.34,298,61
2025-09-06,BUS003,Luis Rojas,Mercedes Sprinter,2022,85.11,244,48
2025-09-06,BUS004,Luis Rojas,Iveco Daily,2018,50.48,221,67
2025-09-06,BUS005,Ana Diaz,Volkswagen Crafter,2018,44.21,192,25
2025-09-06,BUS006,Maria Soto,Renault Master,2022,98.82,296,28
2025-09-06,BUS007,Pedro Torres,Hyundai County,2018,85.66,267,27
2025-09-06,BUS008,Maria Soto,Iveco Daily,2020,74.64,271,22
2025-09-06,BUS009,Maria Soto,Volkswagen Crafter,2018,31.29,112,51
2025-09-06,BUS010,Juan Perez,Renault Master,2022,44.03,148,37
2025-09-07,BUS001,Ana Diaz,Hyundai County,2021,75.72,257,46
2025-09-07,BUS002,Ana Diaz,Volkswagen Crafter,2021,37.54,158,36
2025-09-07,BUS003,Maria Soto,Iveco Daily,2018,93.38,258,39
2025-09-07,BUS004,Ana Diaz,Mercedes Sprinter,2021,23.14,104,75
2025-09-07,BUS005,Ana Diaz,Hyundai County,2021,56.23,174,46
2025-09-07,BUS006,Pedro Torres,Renault Master,2018,60.38,200,69
2025-09-07,BUS007,Luis Rojas,Renault Master,2022,39.39,101,32
2025-09-07,BUS008,Ana Diaz,Volkswagen Crafter,2021,43.49,123,57
2025-09-07,BUS009,Luis Rojas,Iveco Daily,2020,79.64,275,48
2025-09-07,BUS010,Pedro Torres,Mercedes Sprinter,2020,95.18,285,60
2025-09-08,BUS001,Juan Perez,Volkswagen Crafter,2018,27.76,117,77
2025-09-08,BUS002,Maria Soto,Renault Master,2018,27.72,114,42
2025-09-08,BUS003,Ana Diaz,Renault Master,2022,71.01,293,46
2025-09-08,BUS004,Ana Diaz,Volkswagen Crafter,2021,83.24,264,53
2025-09-08,BUS005,Maria Soto,Volkswagen Crafter,2019,30.66,117,29
2025-09-08,BUS006,Pedro Torres,Mercedes Sprinter,2019,57.62,201,36
2025-09-08,BUS007,Juan Perez,Hyundai County,2020,67.37,286,79
2025-09-08,BUS008,Pedro Torres,Renault Master,2022,71.66,269,72
2025-09-08,BUS009,Maria Soto,Hyundai County,2022,111.51,293,42
2025-09-08,BUS010,Maria Soto,Mercedes Sprinter,2020,100.6,298,52
2025-09-09,BUS001,Maria Soto,Volkswagen Crafter,2019,91.57,239,38
2025-09-09,BUS002,Luis Rojas,Hyundai County,2018,65.6,236,69
2025-09-09,BUS003,Luis Rojas,Hyundai County,2020,34.84,138,31
2025-09-09,BUS004,Juan Perez,Iveco Daily,2020,58.18,178,47
2025-09-09,BUS005,Luis Rojas,Iveco Daily,2018,59.63,231,20
2025-09-09,BUS006,Ana Diaz,Hyundai County,2018,51.87,197,58
2025-09-09,BUS007,Pedro Torres,Iveco Daily,2021,47.76,137,52
2025-09-09,BUS008,Ana Diaz,Hyundai County,2019,81.29,223,65
2025-09-09,BUS009,Luis Rojas,Hyundai County,2018,102.16,263,20
2025-09-09,BUS010,Pedro Torres,Iveco Daily,2020,35.07,152,21
2025-09-10,BUS001,Juan Perez,Volkswagen Crafter,2021,56.86,222,60
2025-09-10,BUS002,Juan Perez,Mercedes Sprinter,2019,88.98,278,32
2025-09-10,BUS003,Juan Perez,Hyundai County,2021,40.26,168,23
2025-09-10,BUS004,Pedro Torres,Iveco Daily,2019,37.27,158,72
2025-09-10,BUS005,Pedro Torres,Renault Master,2019,34.14,109,21
2025-09-10,BUS006,Luis Rojas,Mercedes Sprinter,2021,29.44,114,29
2025-09-10,BUS007,Ana Diaz,Hyundai County,2021,85.63,249,34
2025-09-10,BUS008,Ana Diaz,Hyundai County,2018,57.67,176,40
2025-09-10,BUS009,Luis Rojas,Renault Master,2021,85.73,249,64
2025-09-10,BUS010,Luis Rojas,Volkswagen Crafter,2019,54.55,190,41
2025-09-11,BUS001,Pedro Torres,Volkswagen Crafter,2021,63.64,257,64
2025-09-11,BUS002,Luis Rojas,Mercedes Sprinter,2022,33.85,134,24
2025-09-11,BUS003,Ana Diaz,Mercedes Sprinter,2018,38.72,126,51
2025-09-11,BUS004,Maria Soto,Mercedes Sprinter,2021,54.95,235,40
2025-09-11,BUS005,Pedro Torres,Volkswagen Crafter,2020,67.08,245,61
2025-09-11,BUS006,Maria Soto,Mercedes Sprinter,2019,87.95,253,51
2025-09-11,BUS007,Maria Soto,Iveco Daily,2022,42.23,127,62
2025-09-11,BUS008,Juan Perez,Iveco Daily,2018,69.3,259,37
2025-09-11,BUS009,Ana Diaz,Hyundai County,2019,51.66,202,30
2025-09-11,BUS010,Maria Soto,Hyundai County,2021,72.93,259,52
2025-09-12,BUS001,Juan Perez,Hyundai County,2021,72.36,267,54
2025-09-12,BUS002,Pedro Torres,Iveco Daily,2018,63.89,168,66
2025-09-12,BUS003,Ana Diaz,Mercedes Sprinter,2021,56.3,177,43
2025-09-12,BUS004,Ana Diaz,Hyundai County,2021,39.77,116,31
2025-09-12,BUS005,Pedro Torres,Iveco Daily,2022,93.32,243,53
2025-09-12,BUS006,Luis Rojas,Hyundai County,2019,53.74,191,30
2025-09-12,BUS007,Luis Rojas,Mercedes Sprinter,2021,85.97,258,58
2025-09-12,BUS008,Luis Rojas,Volkswagen Crafter,2021,35.07,123,72
2025-09-12,BUS009,Maria Soto,Iveco Daily,2019,59.26,252,37
2025-09-12,BUS010,Maria Soto,Renault Master,2021,36.41,105,65
2025-09-13,BUS001,Pedro Torres,Iveco Daily,2022,66.57,171,38
2025-09-13,BUS002,Luis Rojas,Hyundai County,2019,62.88,169,67
2025-09-13,BUS003,Juan Perez,Volkswagen Crafter,2019,36.58,164,65
2025-09-13,BUS004,Luis Rojas,Iveco Daily,2020,82.7,246,38
2025-09-13,BUS005,Maria Soto,Hyundai County,2021,40.83,172,56
2025-09-13,BUS006,Maria Soto,Iveco Daily,2019,91.39,277,72
2025-09-13,BUS007,Ana Diaz,Mercedes Sprinter,2018,27.01,106,44
2025-09-13,BUS008,Maria Soto,Mercedes Sprinter,2018,63.37,276,37
2025-09-13,BUS009,Juan Perez,Mercedes Sprinter,2018,27.56,120,22
2025-09-13,BUS010,Pedro Torres,Iveco Daily,2018,97.98,293,60
2025-09-14,BUS001,Luis Rojas,Volkswagen Crafter,2022,79.15,203,51
2025-09-14,BUS002,Juan Perez,Iveco Daily,2021,81.2,293,21
2025-09-14,BUS003,Juan Perez,Renault Master,2022,59.86,261,79
2025-09-14,BUS004,Pedro Torres,Mercedes Sprinter,2021,69.09,217,57
2025-09-14,BUS005,Ana Diaz,Mercedes Sprinter,2018,30.74,135,64
2025-09-14,BUS006,Luis Rojas,Hyundai County,2021,85.13,248,44
2025-09-14,BUS007,Luis Rojas,Hyundai County,2019,73.97,254,38
2025-09-14,BUS008,Pedro Torres,Hyundai County,2022,46.44,140,23
2025-09-14,BUS009,Maria Soto,Iveco Daily,2019,59.93,179,57
2025-09-14,BUS010,Maria Soto,Hyundai County,2022,65.25,275,28
2025-09-15,BUS001,Pedro Torres,Renault Master,2022,62.99,266,77
2025-09-15,BUS002,Pedro Torres,Iveco Daily,2022,93.92,246,38
2025-09-15,BUS003,Juan Perez,Mercedes Sprinter,2021,39.04,175,44
2025-09-15,BUS004,Pedro Torres,Renault Master,2021,57.19,188,61
2025-09-15,BUS005,Pedro Torres,Hyundai County,2019,63.13,216,24
2025-09-15,BUS006,Maria Soto,Iveco Daily,2021,55.39,180,66
2025-09-15,BUS007,Maria Soto,Mercedes Sprinter,2022,28.79,120,69
2025-09-15,BUS008,Maria Soto,Renault Master,2019,72.46,220,35
2025-09-15,BUS009,Maria Soto,Hyundai County,2022,67.38,293,76
2025-09-15,BUS010,Pedro Torres,Iveco Daily,2020,30.19,129,71
2025-09-16,BUS001,Pedro Torres,Iveco Daily,2020,95.56,264,20
2025-09-16,BUS002,Pedro Torres,Mercedes Sprinter,2020,27.44,118,21
2025-09-16,BUS003,Pedro Torres,Iveco Daily,2022,56.92,155,47
2025-09-16,BUS004,Pedro Torres,Hyundai County,2018,45.74,181,41
2025-09-16,BUS005,Pedro Torres,Renault Master,2021,78.3,204,56
2025-09-16,BUS006,Ana Diaz,Renault Master,2020,70.07,259,38
2025-09-16,BUS007,Juan Perez,Hyundai County,2019,99.33,255,29
2025-09-16,BUS008,Ana Diaz,Hyundai County,2020,78.44,252,41
2025-09-16,BUS009,Luis Rojas,Mercedes Sprinter,2020,59.8,216,30
2025-09-16,BUS010,Pedro Torres,Hyundai County,2021,64.92,218,37
2025-09-17,BUS001,Pedro Torres,Hyundai County,2022,31.07,106,39
2025-09-17,BUS002,Maria Soto,Iveco Daily,2018,63.08,265,77
2025-09-17,BUS003,Maria Soto,Hyundai County,2020,44.93,115,46
2025-09-17,BUS004,Ana Diaz,Iveco Daily,2022,42.21,150,42
2025-09-17,BUS005,Pedro Torres,Volkswagen Crafter,2018,70.66,287,78
2025-09-17,BUS006,Pedro Torres,Mercedes Sprinter,2020,40.13,139,79
2025-09-17,BUS007,Juan Perez,Renault Master,2019,52.29,201,43
2025-09-17,BUS008,Luis Rojas,Renault Master,2018,69.4,192,53
2025-09-17,BUS009,Pedro Torres,Renault Master,2021,40.73,181,21
2025-09-17,BUS010,Maria Soto,Volkswagen Crafter,2022,49.54,164,60
2025-09-18,BUS001,Pedro Torres,Renault Master,2020,95.06,268,46
2025-09-18,BUS002,Luis Rojas,Volkswagen Crafter,2018,28.26,122,22
2025-09-18,BUS003,Maria Soto,Renault Master,2020,36.22,161,50
2025-09-18,BUS004,Juan Perez,Mercedes Sprinter,2021,66.14,186,39
2025-09-18,BUS005,Luis Rojas,Volkswagen Crafter,2020,56.12,217,54
2025-09-18,BUS006,Pedro Torres,Iveco Daily,2022,71.77,231,29
2025-09-18,BUS007,Luis Rojas,Iveco Daily,2019,39.69,150,20
2025-09-18,BUS008,Juan Perez,Iveco Daily,2019,68.22,235,36
2025-09-18,BUS009,Pedro Torres,Iveco Daily,2022,71.74,182,34
2025-09-18,BUS010,Maria Soto,Mercedes Sprinter,2022,35.53,130,21
2025-09-19,BUS001,Juan Perez,Mercedes Sprinter,2020,40.05,134,35
2025-09-19,BUS002,Luis Rojas,Volkswagen Crafter,2020,66.17,283,78
2025-09-19,BUS003,Juan Perez,Iveco Daily,2021,100.1,277,47
2025-09-19,BUS004,Luis Rojas,Hyundai County,2020,57.55,239,59
2025-09-19,BUS005,Ana Diaz,Hyundai County,2018,84.94,276,71
2025-09-19,BUS006,Pedro Torres,Iveco Daily,2019,102.99,281,68
2025-09-19,BUS007,Pedro Torres,Volkswagen Crafter,2019,52.77,222,55
2025-09-19,BUS008,Ana Diaz,Volkswagen Crafter,2018,74.24,253,27
2025-09-19,BUS009,Pedro Torres,Renault Master,2019,46.07,161,43
2025-09-19,BUS010,Luis Rojas,Iveco Daily,2019,32.43,139,66
2025-09-20,BUS001,Pedro Torres,Volkswagen Crafter,2019,82.08,235,22
2025-09-20,BUS002,Maria Soto,Renault Master,2020,100.82,281,67
2025-09-20,BUS003,Pedro Torres,Mercedes Sprinter,2019,71.67,274,39
2025-09-20,BUS004,Juan Perez,Volkswagen Crafter,2019,74.17,290,62
2025-09-20,BUS005,Maria Soto,Hyundai County,2020,49.53,192,48
2025-09-20,BUS006,Luis Rojas,Iveco Daily,2020,52.23,178,34
2025-09-20,BUS007,Ana Diaz,Volkswagen Crafter,2021,46.33,133,21
2025-09-20,BUS008,Juan Perez,Volkswagen Crafter,2019,51.16,179,68
2025-09-20,BUS009,Maria Soto,Hyundai County,2020,39.9,177,67
2025-09-20,BUS010,Juan Perez,Renault Master,2019,45.93,195,68
2025-09-21,BUS001,Maria Soto,Hyundai County,2022,56.48,208,43
2025-09-21,BUS002,Ana Diaz,Volkswagen Crafter,2022,55.07,199,79
2025-09-21,BUS003,Ana Diaz,Hyundai County,2020,78.45,256,42
2025-09-21,BUS004,Luis Rojas,Mercedes Sprinter,2020,29.96,126,26
2025-09-21,BUS005,Luis Rojas,Volkswagen Crafter,2019,51.74,148,23
2025-09-21,BUS006,Luis Rojas,Renault Master,2021,76.05,269,63
2025-09-21,BUS007,Pedro Torres,Iveco Daily,2020,82.42,253,56
2025-09-21,BUS008,Juan Perez,Iveco Daily,2019,26.64,107,26
2025-09-21,BUS009,Ana Diaz,Iveco Daily,2021,54.42,234,33
2025-09-21,BUS010,Juan Perez,Hyundai County,2020,59.56,244,41
2025-09-22,BUS001,Ana Diaz,Volkswagen Crafter,2021,52.59,145,47
2025-09-22,BUS002,Ana Diaz,Iveco Daily,2020,70.75,241,45
2025-09-22,BUS003,Maria Soto,Volkswagen Crafter,2021,52.25,229,53
2025-09-22,BUS004,Maria Soto,Mercedes Sprinter,2021,68.94,246,32
2025-09-22,BUS005,Juan Perez,Renault Master,2021,75.57,232,77
2025-09-22,BUS006,Ana Diaz,Volkswagen Crafter,2022,87.56,219,67
2025-09-22,BUS007,Pedro Torres,Mercedes Sprinter,2022,60.46,210,34
2025-09-22,BUS008,Pedro Torres,Volkswagen Crafter,2018,45.92,156,68
2025-09-22,BUS009,Maria Soto,Hyundai County,2019,35.86,161,33
2025-09-22,BUS010,Juan Perez,Iveco Daily,2020,59.5,205,50
2025-09-23,BUS001,Maria Soto,Mercedes Sprinter,2019,72.12,297,24
2025-09-23,BUS002,Juan Perez,Volkswagen Crafter,2022,39.65,130,34
2025-09-23,BUS003,Maria Soto,Renault Master,2021,57.07,151,47
2025-09-23,BUS004,Pedro Torres,Renault Master,2022,68.02,238,42
2025-09-23,BUS005,Pedro Torres,Hyundai County,2021,51.1,139,34
2025-09-23,BUS006,Pedro Torres,Iveco Daily,2019,41.72,186,66
2025-09-23,BUS007,Pedro Torres,Renault Master,2020,46.41,203,78
2025-09-23,BUS008,Pedro Torres,Mercedes Sprinter,2020,35.87,146,64
2025-09-23,BUS009,Juan Perez,Mercedes Sprinter,2019,37.52,108,57
2025-09-23,BUS010,Juan Perez,Renault Master,2020,80.53,291,78
2025-09-24,BUS001,Pedro Torres,Volkswagen Crafter,2018,89.18,279,37
2025-09-24,BUS002,Luis Rojas,Mercedes Sprinter,2021,56.87,195,51
2025-09-24,BUS003,Luis Rojas,Iveco Daily,2018,44.57,147,55
2025-09-24,BUS004,Ana Diaz,Volkswagen Crafter,2020,56.51,199,51
2025-09-24,BUS005,Juan Perez,Volkswagen Crafter,2021,87.81,258,65
2025-09-24,BUS006,Maria Soto,Iveco Daily,2021,59.8,225,76
2025-09-24,BUS007,Juan Perez,Volkswagen Crafter,2018,42.98,187,65
2025-09-24,BUS008,Juan Perez,Renault Master,2018,92.65,278,36
2025-09-24,BUS009,Juan Perez,Volkswagen Crafter,2022,93.67,269,23
2025-09-24,BUS010,Ana Diaz,Volkswagen Crafter,2021,43.82,146,43
2025-09-25,BUS001,Pedro Torres,Mercedes Sprinter,2022,76.83,293,42
2025-09-25,BUS002,Ana Diaz,Mercedes Sprinter,2018,44.46,160,32
2025-09-25,BUS003,Maria Soto,Mercedes Sprinter,2021,110.79,298,61
2025-09-25,BUS004,Ana Diaz,Iveco Daily,2022,59.08,265,32
2025-09-25,BUS005,Juan Perez,Volkswagen Crafter,2020,43.41,127,37
2025-09-25,BUS006,Maria Soto,Volkswagen Crafter,2021,64.51,197,70
2025-09-25,BUS007,Juan Perez,Iveco Daily,2020,31.88,100,61
2025-09-25,BUS008,Maria Soto,Volkswagen Crafter,2021,43.99,194,79
2025-09-25,BUS009,Luis Rojas,Volkswagen Crafter,2019,84.71,228,77
2025-09-25,BUS010,Ana Diaz,Iveco Daily,2019,64.27,266,52
2025-09-26,BUS001,Maria Soto,Renault Master,2019,42.51,186,53
2025-09-26,BUS002,Pedro Torres,Renault Master,2019,75.04,244,61
2025-09-26,BUS003,Ana Diaz,Mercedes Sprinter,2020,24.87,105,59
2025-09-26,BUS004,Ana Diaz,Iveco Daily,2020,54.43,139,31
2025-09-26,BUS005,Pedro Torres,Iveco Daily,2019,71.4,234,68
2025-09-26,BUS006,Pedro Torres,Iveco Daily,2018,24.02,103,22
2025-09-26,BUS007,Maria Soto,Iveco Daily,2021,80.19,239,62
2025-09-26,BUS008,Juan Perez,Hyundai County,2022,46.91,149,27
2025-09-26,BUS009,Luis Rojas,Mercedes Sprinter,2018,33.64,131,36
2025-09-26,BUS010,Luis Rojas,Hyundai County,2020,30.56,133,57
2025-09-27,BUS001,Luis Rojas,Hyundai County,2018,78.19,251,69
2025-09-27,BUS002,Ana Diaz,Renault Master,2018,90.26,273,52
2025-09-27,BUS003,Maria Soto,Mercedes Sprinter,2020,70.42,188,20
2025-09-27,BUS004,Luis Rojas,Hyundai County,2018,47.34,184,29
2025-09-27,BUS005,Pedro Torres,Mercedes Sprinter,2018,67.06,252,21
2025-09-27,BUS006,Juan Perez,Hyundai County,2020,51.26,218,47
2025-09-27,BUS007,Pedro Torres,Volkswagen Crafter,2019,25.28,112,71
2025-09-27,BUS008,Ana Diaz,Volkswagen Crafter,2022,50.26,217,21
2025-09-27,BUS009,Luis Rojas,Mercedes Sprinter,2021,31.01,133,44
2025-09-27,BUS010,Juan Perez,Mercedes Sprinter,2021,47.61,211,34
2025-09-28,BUS001,Pedro Torres,Iveco Daily,2018,27.1,111,77
2025-09-28,BUS002,Pedro Torres,Iveco Daily,2020,39.49,130,72
2025-09-28,BUS003,Ana Diaz,Renault Master,2018,68.43,211,61
2025-09-28,BUS004,Pedro Torres,Iveco Daily,2019,54.24,223,22
2025-09-28,BUS005,Luis Rojas,Volkswagen Crafter,2019,52.8,165,49
2025-09-28,BUS006,Pedro Torres,Mercedes Sprinter,2022,55.46,204,73
2025-09-28,BUS007,Ana Diaz,Iveco Daily,2019,94.43,285,29
2025-09-28,BUS008,Luis Rojas,Iveco Daily,2019,73.05,278,66
2025-09-28,BUS009,Luis Rojas,Volkswagen Crafter,2020,90.84,259,28
2025-09-28,BUS010,Luis Rojas,Volkswagen Crafter,2019,59.13,263,47
2025-09-29,BUS001,Ana Diaz,Renault Master,2022,67.06,248,75
